local,raca_cor,ano,genero,idade,taxa_ocupacao
Nordeste,Branca,2016,Total,30-39,"91,2%"
Nordeste,Branca,2016,Total,40-49,"94,0%"
Nordeste,Branca,2016,Total,50-59,"95,0%"
Nordeste,Branca,2016,Total,60-65,"96,9%"
Nordeste,Branca,2016,Total,66+,"99,4%"
Nordeste,Branca,2016,Total,Total,"88,5%"
Nordeste,Branca,2017,Masc,14-19,"72,4%"
Nordeste,Branca,2017,Masc,20-29,"83,0%"
Nordeste,Branca,2017,Masc,30-39,"91,3%"
Nordeste,Branca,2017,Masc,40-49,"93,3%"
Nordeste,Branca,2017,Masc,50-59,"94,8%"
Nordeste,Branca,2017,Masc,60-65,"91,9%"
Nordeste,Branca,2017,Masc,66+,"98,1%"
Nordeste,Branca,2017,Masc,Total,"89,1%"
Nordeste,Branca,2017,Fem,14-19,"62,2%"
Nordeste,Branca,2017,Fem,20-29,"75,6%"
Nordeste,Branca,2017,Fem,30-39,"87,7%"
Nordeste,Branca,2017,Fem,40-49,"92,2%"
Nordeste,Branca,2017,Fem,50-59,"95,3%"
Nordeste,Branca,2017,Fem,60-65,"95,2%"
Nordeste,Branca,2017,Fem,66+,"100,0%"
Nordeste,Branca,2017,Fem,Total,"85,6%"
Nordeste,Branca,2017,Total,14-19,"68,5%"
Nordeste,Branca,2017,Total,20-29,"79,7%"
Nordeste,Branca,2017,Total,30-39,"89,7%"
Nordeste,Branca,2017,Total,40-49,"92,8%"
Nordeste,Branca,2017,Total,50-59,"95,0%"
Nordeste,Branca,2017,Total,60-65,"92,9%"
Nordeste,Branca,2017,Total,66+,"98,7%"
Nordeste,Branca,2017,Total,Total,"87,6%"
Nordeste,Branca,2018,Masc,14-19,"67,2%"
Nordeste,Branca,2018,Masc,20-29,"82,5%"
Nordeste,Branca,2018,Masc,30-39,"92,0%"
Nordeste,Branca,2018,Masc,40-49,"93,9%"
Nordeste,Branca,2018,Masc,50-59,"95,7%"
Nordeste,Branca,2018,Masc,60-65,"95,3%"
Nordeste,Branca,2018,Masc,66+,"97,5%"
Nordeste,Branca,2018,Masc,Total,"89,3%"
Nordeste,Branca,2018,Fem,14-19,"60,5%"
Nordeste,Branca,2018,Fem,20-29,"77,7%"
Nordeste,Branca,2018,Fem,30-39,"88,4%"
Nordeste,Branca,2018,Fem,40-49,"93,0%"
Nordeste,Branca,2018,Fem,50-59,"94,4%"
Nordeste,Branca,2018,Fem,60-65,"97,6%"
Nordeste,Branca,2018,Fem,66+,"94,9%"
Nordeste,Branca,2018,Fem,Total,"86,7%"
Nordeste,Branca,2018,Total,14-19,"64,6%"
Nordeste,Branca,2018,Total,20-29,"80,4%"
Nordeste,Branca,2018,Total,30-39,"90,2%"
Nordeste,Branca,2018,Total,40-49,"93,4%"
Nordeste,Branca,2018,Total,50-59,"95,1%"
Nordeste,Branca,2018,Total,60-65,"96,1%"
Nordeste,Branca,2018,Total,66+,"96,7%"
Nordeste,Branca,2018,Total,Total,"88,1%"
Nordeste,Branca,2019,Masc,14-19,"63,8%"
Nordeste,Branca,2019,Masc,20-29,"84,7%"
Nordeste,Branca,2019,Masc,30-39,"92,6%"
Nordeste,Branca,2019,Masc,40-49,"92,9%"
Nordeste,Branca,2019,Masc,50-59,"91,6%"
Nordeste,Branca,2019,Masc,60-65,"95,4%"
Nordeste,Branca,2019,Masc,66+,"97,2%"
Nordeste,Branca,2019,Masc,Total,"89,2%"
Nordeste,Branca,2019,Fem,14-19,"54,7%"
Nordeste,Branca,2019,Fem,20-29,"79,1%"
Nordeste,Branca,2019,Fem,30-39,"90,7%"
Nordeste,Branca,2019,Fem,40-49,"91,1%"
Nordeste,Branca,2019,Fem,50-59,"95,4%"
Nordeste,Branca,2019,Fem,60-65,"94,8%"
Nordeste,Branca,2019,Fem,66+,"98,1%"
Nordeste,Branca,2019,Fem,Total,"87,1%"
Nordeste,Branca,2019,Total,14-19,"60,1%"
Nordeste,Branca,2019,Total,20-29,"82,2%"
Nordeste,Branca,2019,Total,30-39,"91,7%"
Nordeste,Branca,2019,Total,40-49,"92,0%"
Nordeste,Branca,2019,Total,50-59,"93,2%"
Nordeste,Branca,2019,Total,60-65,"95,2%"
Nordeste,Branca,2019,Total,66+,"97,5%"
Nordeste,Branca,2019,Total,Total,"88,3%"
Nordeste,Branca,2020,Masc,14-19,"61,6%"
Nordeste,Branca,2020,Masc,20-29,"80,5%"
Nordeste,Branca,2020,Masc,30-39,"91,8%"
Nordeste,Branca,2020,Masc,40-49,"89,9%"
Nordeste,Branca,2020,Masc,50-59,"91,4%"
Nordeste,Branca,2020,Masc,60-65,"93,6%"
Nordeste,Branca,2020,Masc,66+,"98,3%"
Nordeste,Branca,2020,Masc,Total,"87,4%"
Nordeste,Branca,2020,Fem,14-19,"52,3%"
Nordeste,Branca,2020,Fem,20-29,"74,4%"
Nordeste,Branca,2020,Fem,30-39,"88,3%"
Nordeste,Branca,2020,Fem,40-49,"88,3%"
Nordeste,Branca,2020,Fem,50-59,"93,5%"
Nordeste,Branca,2020,Fem,60-65,"96,3%"
Nordeste,Branca,2020,Fem,66+,"97,9%"
Nordeste,Branca,2020,Fem,Total,"84,6%"
Nordeste,Branca,2020,Total,20-29,"77,9%"
Nordeste,Branca,2020,Total,30-39,"90,2%"
Nordeste,Branca,2020,Total,40-49,"89,1%"
Nordeste,Branca,2020,Total,50-59,"92,3%"
Nordeste,Branca,2020,Total,60-65,"94,6%"
Nordeste,Branca,2020,Total,66+,"98,2%"
Nordeste,Branca,2020,Total,Total,"86,2%"
Nordeste,Branca,2020,Total,14-19,"47,0%"
Nordeste,Branca,2021,Masc,20-29,"81,1%"
Nordeste,Branca,2021,Masc,30-39,"89,6%"
Nordeste,Branca,2021,Masc,40-49,"91,9%"
Nordeste,Branca,2021,Masc,50-59,"92,6%"
Nordeste,Branca,2021,Masc,60-65,"89,9%"
Nordeste,Branca,2021,Masc,66+,"97,0%"
Nordeste,Branca,2021,Masc,Total,"87,4%"
Nordeste,Branca,2021,Masc,14-19,"68,7%"
Nordeste,Branca,2021,Fem,20-29,"69,2%"
Nordeste,Branca,2021,Fem,30-39,"82,4%"
Nordeste,Branca,2021,Fem,40-49,"88,5%"
Nordeste,Branca,2021,Fem,50-59,"92,8%"
Nordeste,Branca,2021,Fem,60-65,"98,6%"
Nordeste,Branca,2021,Fem,66+,"100,0%"
Nordeste,Branca,2021,Fem,Total,"81,0%"
Nordeste,Branca,2021,Fem,14-19,"31,8%"
Nordeste,Branca,2021,Total,20-29,"76,0%"
Nordeste,Branca,2021,Total,30-39,"86,4%"
Nordeste,Branca,2021,Total,40-49,"90,3%"
Nordeste,Branca,2021,Total,50-59,"92,7%"
Nordeste,Branca,2021,Total,60-65,"92,4%"
Nordeste,Branca,2021,Total,66+,"98,0%"
Nordeste,Branca,2021,Total,Total,"84,7%"
Nordeste,Branca,2021,Total,14-19,"48,1%"
Nordeste,Branca,2022,Masc,20-29,"84,5%"
Nordeste,Branca,2022,Masc,30-39,"91,6%"
Nordeste,Branca,2022,Masc,40-49,"92,1%"
Nordeste,Branca,2022,Masc,50-59,"95,0%"
Nordeste,Branca,2022,Masc,60-65,"94,1%"
Nordeste,Branca,2022,Masc,66+,"96,8%"
Nordeste,Branca,2022,Masc,Total,"89,6%"
Nordeste,Branca,2022,Fem,14-19,"60,8%"
Nordeste,Branca,2022,Fem,20-29,"81,1%"
Nordeste,Branca,2022,Fem,30-39,"89,1%"
Nordeste,Branca,2022,Fem,40-49,"90,7%"
Nordeste,Branca,2022,Fem,50-59,"94,7%"
Nordeste,Branca,2022,Fem,60-65,"89,9%"
Nordeste,Branca,2022,Fem,66+,"99,0%"
Nordeste,Branca,2022,Fem,Total,"87,1%"
Nordeste,Branca,2022,Total,14-19,"64,4%"
Nordeste,Branca,2022,Total,20-29,"83,0%"
Nordeste,Branca,2022,Total,30-39,"90,5%"
Nordeste,Branca,2022,Total,40-49,"91,5%"
Nordeste,Branca,2022,Total,50-59,"94,9%"
Nordeste,Branca,2022,Total,60-65,"92,6%"
Nordeste,Branca,2022,Total,66+,"97,6%"
Nordeste,Branca,2022,Total,Total,"88,5%"
Nordeste,Ignorado,2012,Masc,14-19,"71,5%"
Nordeste,Ignorado,2012,Masc,20-29,"91,5%"
Nordeste,Ignorado,2012,Masc,30-39,"98,0%"
Nordeste,Ignorado,2012,Masc,40-49,"93,9%"
Nordeste,Ignorado,2012,Masc,50-59,"96,3%"
Nordeste,Ignorado,2012,Masc,60-65,"100,0%"
Nordeste,Ignorado,2012,Masc,66+,"100,0%"
Nordeste,Ignorado,2012,Masc,Total,"92,9%"
Nordeste,Ignorado,2012,Fem,14-19,"92,4%"
Nordeste,Ignorado,2012,Fem,20-29,"91,1%"
Nordeste,Ignorado,2012,Fem,30-39,"81,1%"
Nordeste,Ignorado,2012,Fem,40-49,"98,1%"
Nordeste,Ignorado,2012,Fem,50-59,"100,0%"
Nordeste,Ignorado,2012,Fem,60-65,"100,0%"
Nordeste,Ignorado,2012,Fem,66+,"100,0%"
Nordeste,Ignorado,2012,Fem,Total,"92,3%"
Nordeste,Ignorado,2012,Total,14-19,"77,7%"
Nordeste,Ignorado,2012,Total,20-29,"91,3%"
Nordeste,Ignorado,2012,Total,30-39,"92,6%"
Nordeste,Ignorado,2012,Total,40-49,"96,1%"
Nordeste,Ignorado,2012,Total,50-59,"97,5%"
Nordeste,Ignorado,2012,Total,60-65,"100,0%"
Nordeste,Ignorado,2012,Total,66+,"100,0%"
Nordeste,Ignorado,2012,Total,Total,"92,6%"
Nordeste,Ignorado,2013,Masc,14-19,"73,2%"
Nordeste,Ignorado,2013,Masc,20-29,"77,1%"
Nordeste,Ignorado,2013,Masc,30-39,"100,0%"
Nordeste,Ignorado,2013,Masc,40-49,"100,0%"
Nordeste,Ignorado,2013,Masc,50-59,"100,0%"
Nordeste,Ignorado,2013,Masc,60-65,"100,0%"
Nordeste,Ignorado,2013,Masc,66+,"65,9%"
Nordeste,Ignorado,2013,Masc,Total,"89,5%"
Nordeste,Ignorado,2013,Fem,14-19,"91,2%"
Nordeste,Ignorado,2013,Fem,20-29,"85,8%"
Nordeste,Ignorado,2013,Fem,30-39,"84,9%"
Nordeste,Ignorado,2013,Fem,40-49,"96,3%"
Nordeste,Ignorado,2013,Fem,50-59,"96,5%"
Nordeste,Ignorado,2013,Fem,60-65,"100,0%"
Nordeste,Ignorado,2013,Fem,66+,"100,0%"
Nordeste,Ignorado,2013,Fem,Total,"90,4%"
Nordeste,Ignorado,2013,Total,14-19,"81,2%"
Nordeste,Ignorado,2013,Total,20-29,"80,9%"
Nordeste,Ignorado,2013,Total,30-39,"91,9%"
Nordeste,Ignorado,2013,Total,40-49,"98,2%"
Nordeste,Ignorado,2013,Total,50-59,"98,2%"
Nordeste,Ignorado,2013,Total,60-65,"100,0%"
Nordeste,Ignorado,2013,Total,66+,"88,2%"
Nordeste,Ignorado,2013,Total,Total,"90,0%"
Nordeste,Ignorado,2014,Masc,14-19,"84,4%"
Nordeste,Ignorado,2014,Masc,20-29,"86,1%"
Nordeste,Ignorado,2014,Masc,30-39,"96,0%"
Nordeste,Ignorado,2014,Masc,40-49,"97,6%"
Nordeste,Ignorado,2014,Masc,50-59,"86,6%"
Nordeste,Ignorado,2014,Masc,60-65,"100,0%"
Nordeste,Ignorado,2014,Masc,66+,"100,0%"
Nordeste,Ignorado,2014,Masc,Total,"90,9%"
Nordeste,Ignorado,2014,Fem,14-19,"44,2%"
Nordeste,Ignorado,2014,Fem,20-29,"93,6%"
Nordeste,Ignorado,2014,Fem,30-39,"98,9%"
Nordeste,Ignorado,2014,Fem,40-49,"100,0%"
Nordeste,Ignorado,2014,Fem,50-59,"90,2%"
Nordeste,Ignorado,2014,Fem,60-65,"100,0%"
Nordeste,Ignorado,2014,Fem,66+,"100,0%"
Nordeste,Ignorado,2014,Fem,Total,"87,0%"
Nordeste,Ignorado,2014,Total,14-19,"58,8%"
Nordeste,Ignorado,2014,Total,20-29,"88,5%"
Nordeste,Ignorado,2014,Total,30-39,"97,4%"
Nordeste,Ignorado,2014,Total,40-49,"98,7%"
Nordeste,Ignorado,2014,Total,50-59,"88,0%"
Nordeste,Ignorado,2014,Total,60-65,"100,0%"
Nordeste,Ignorado,2014,Total,66+,"100,0%"
Nordeste,Ignorado,2014,Total,Total,"89,2%"
Nordeste,Ignorado,2015,Masc,14-19,"100,0%"
Nordeste,Ignorado,2015,Masc,20-29,"78,4%"
Nordeste,Ignorado,2015,Masc,30-39,"95,3%"
Nordeste,Ignorado,2015,Masc,40-49,"91,6%"
Nordeste,Ignorado,2015,Masc,50-59,"94,2%"
Nordeste,Ignorado,2015,Masc,60-65,"66,9%"
Nordeste,Ignorado,2015,Masc,66+,"100,0%"
Nordeste,Ignorado,2015,Masc,Total,"87,9%"
Nordeste,Ignorado,2015,Fem,14-19,"69,1%"
Nordeste,Ignorado,2015,Fem,20-29,"83,0%"
Nordeste,Ignorado,2015,Fem,30-39,"92,6%"
Nordeste,Ignorado,2015,Fem,40-49,"88,3%"
Nordeste,Ignorado,2015,Fem,50-59,"100,0%"
Nordeste,Ignorado,2015,Fem,60-65,"100,0%"
Nordeste,Ignorado,2015,Fem,66+,"100,0%"
Nordeste,Ignorado,2015,Fem,Total,"87,1%"
Nordeste,Ignorado,2015,Total,14-19,"78,1%"
Nordeste,Ignorado,2015,Total,20-29,"80,6%"
Nordeste,Ignorado,2015,Total,30-39,"94,0%"
Nordeste,Ignorado,2015,Total,40-49,"90,1%"
Nordeste,Ignorado,2015,Total,50-59,"96,3%"
Nordeste,Ignorado,2015,Total,60-65,"80,3%"
Nordeste,Ignorado,2015,Total,66+,"100,0%"
Nordeste,Ignorado,2015,Total,Total,"87,5%"
Nordeste,Ignorado,2016,Masc,14-19,"82,3%"
Nordeste,Ignorado,2016,Masc,20-29,"89,6%"
Nordeste,Ignorado,2016,Masc,30-39,"97,3%"
Nordeste,Ignorado,2016,Masc,40-49,"99,4%"
Nordeste,Ignorado,2016,Masc,50-59,"100,0%"
Nordeste,Ignorado,2016,Masc,60-65,"100,0%"
Nordeste,Ignorado,2016,Masc,66+,"100,0%"
Nordeste,Ignorado,2016,Masc,Total,"95,5%"
Nordeste,Ignorado,2016,Fem,14-19,"16,2%"
Nordeste,Ignorado,2016,Fem,20-29,"82,8%"
Nordeste,Ignorado,2016,Fem,30-39,"88,1%"
Nordeste,Ignorado,2016,Fem,40-49,"85,0%"
Nordeste,Ignorado,2016,Fem,50-59,"100,0%"
Nordeste,Ignorado,2016,Fem,60-65,"100,0%"
Nordeste,Ignorado,2016,Fem,66+,"100,0%"
Nordeste,Ignorado,2016,Fem,Total,"82,3%"
Nordeste,Ignorado,2016,Total,14-19,"46,0%"
Nordeste,Ignorado,2016,Total,20-29,"86,8%"
Nordeste,Ignorado,2016,Total,30-39,"93,5%"
Nordeste,Ignorado,2016,Total,40-49,"92,9%"
Nordeste,Ignorado,2016,Total,50-59,"100,0%"
Nordeste,Ignorado,2016,Total,60-65,"100,0%"
Nordeste,Ignorado,2016,Total,66+,"100,0%"
Nordeste,Ignorado,2016,Total,Total,"89,8%"
Nordeste,Ignorado,2017,Masc,14-19,"80,1%"
Nordeste,Ignorado,2017,Masc,20-29,"85,5%"
Nordeste,Ignorado,2017,Masc,30-39,"81,4%"
Nordeste,Ignorado,2017,Masc,40-49,"97,7%"
Nordeste,Ignorado,2017,Masc,50-59,"99,4%"
Nordeste,Ignorado,2017,Masc,60-65,"100,0%"
Nordeste,Ignorado,2017,Masc,66+,"100,0%"
Nordeste,Ignorado,2017,Masc,Total,"89,0%"
Nordeste,Ignorado,2017,Fem,14-19,"40,5%"
Nordeste,Ignorado,2017,Fem,20-29,"59,2%"
Nordeste,Ignorado,2017,Fem,30-39,"76,4%"
Nordeste,Ignorado,2017,Fem,40-49,"88,2%"
Nordeste,Ignorado,2017,Fem,50-59,"93,6%"
Nordeste,Ignorado,2017,Fem,60-65,"100,0%"
Nordeste,Ignorado,2017,Fem,66+,"100,0%"
Nordeste,Ignorado,2017,Fem,Total,"76,5%"
Nordeste,Ignorado,2017,Total,14-19,"66,4%"
Nordeste,Ignorado,2017,Total,20-29,"71,4%"
Nordeste,Ignorado,2017,Total,30-39,"79,2%"
Nordeste,Ignorado,2017,Total,40-49,"91,5%"
Nordeste,Ignorado,2017,Total,50-59,"97,0%"
Nordeste,Ignorado,2017,Total,60-65,"100,0%"
Nordeste,Ignorado,2017,Total,66+,"100,0%"
Nordeste,Ignorado,2017,Total,Total,"82,7%"
Nordeste,Ignorado,2018,Masc,14-19,"67,5%"
Nordeste,Ignorado,2018,Masc,20-29,"78,1%"
Nordeste,Ignorado,2018,Masc,30-39,"89,5%"
Nordeste,Ignorado,2018,Masc,40-49,"86,5%"
Nordeste,Ignorado,2018,Masc,50-59,"76,8%"
Nordeste,Ignorado,2018,Masc,60-65,"97,7%"
Nordeste,Ignorado,2018,Masc,66+,"95,8%"
Nordeste,Ignorado,2018,Masc,Total,"83,5%"
Nordeste,Ignorado,2018,Fem,14-19,"62,9%"
Nordeste,Ignorado,2018,Fem,20-29,"73,5%"
Nordeste,Ignorado,2018,Fem,30-39,"83,8%"
Nordeste,Ignorado,2018,Fem,40-49,"90,9%"
Nordeste,Ignorado,2018,Fem,50-59,"98,8%"
Nordeste,Ignorado,2018,Fem,60-65,"66,0%"
Nordeste,Ignorado,2018,Fem,66+,"100,0%"
Nordeste,Ignorado,2018,Fem,Total,"81,3%"
Nordeste,Ignorado,2018,Total,14-19,"64,8%"
Nordeste,Ignorado,2018,Total,20-29,"76,3%"
Nordeste,Ignorado,2018,Total,30-39,"87,1%"
Nordeste,Ignorado,2018,Total,40-49,"88,9%"
Nordeste,Ignorado,2018,Total,50-59,"85,9%"
Nordeste,Ignorado,2018,Total,60-65,"78,8%"
Nordeste,Ignorado,2018,Total,66+,"96,2%"
Nordeste,Ignorado,2018,Total,Total,"82,5%"
Nordeste,Ignorado,2019,Masc,14-19,"72,2%"
Nordeste,Ignorado,2019,Masc,20-29,"88,6%"
Nordeste,Ignorado,2019,Masc,30-39,"94,8%"
Nordeste,Ignorado,2019,Masc,40-49,"96,6%"
Nordeste,Ignorado,2019,Masc,50-59,"92,0%"
Nordeste,Ignorado,2019,Masc,60-65,"100,0%"
Nordeste,Ignorado,2019,Masc,66+,"100,0%"
Nordeste,Ignorado,2019,Masc,Total,"92,9%"
Nordeste,Ignorado,2019,Fem,14-19,"38,0%"
Nordeste,Ignorado,2019,Fem,20-29,"65,0%"
Nordeste,Ignorado,2019,Fem,30-39,"73,1%"
Nordeste,Ignorado,2019,Fem,40-49,"94,4%"
Nordeste,Ignorado,2019,Fem,50-59,"94,8%"
Nordeste,Ignorado,2019,Fem,60-65,"91,4%"
Nordeste,Ignorado,2019,Fem,66+,"100,0%"
Nordeste,Ignorado,2019,Fem,Total,"77,7%"
Nordeste,Ignorado,2019,Total,14-19,"54,1%"
Nordeste,Ignorado,2019,Total,20-29,"77,8%"
Nordeste,Ignorado,2019,Total,30-39,"84,7%"
Nordeste,Ignorado,2019,Total,40-49,"95,7%"
Nordeste,Ignorado,2019,Total,50-59,"93,3%"
Nordeste,Ignorado,2019,Total,60-65,"94,4%"
Nordeste,Ignorado,2019,Total,66+,"100,0%"
Nordeste,Ignorado,2019,Total,Total,"85,9%"
Nordeste,Ignorado,2020,Masc,14-19,"51,7%"
Nordeste,Ignorado,2020,Masc,20-29,"87,7%"
Nordeste,Ignorado,2020,Masc,30-39,"91,3%"
Nordeste,Ignorado,2020,Masc,40-49,"86,4%"
Nordeste,Ignorado,2020,Masc,50-59,"72,5%"
Nordeste,Ignorado,2020,Masc,60-65,"100,0%"
Nordeste,Ignorado,2020,Masc,66+,"100,0%"
Nordeste,Ignorado,2020,Masc,Total,"85,7%"
Nordeste,Ignorado,2020,Fem,14-19,"33,5%"
Nordeste,Ignorado,2020,Fem,20-29,"67,8%"
Nordeste,Ignorado,2020,Fem,30-39,"92,7%"
Nordeste,Ignorado,2020,Fem,40-49,"81,1%"
Nordeste,Ignorado,2020,Fem,50-59,"97,2%"
Nordeste,Ignorado,2020,Fem,60-65,"9,9%"
Nordeste,Ignorado,2020,Fem,Total,"79,4%"
Nordeste,Ignorado,2020,Fem,14-19,"43,0%"
Nordeste,Ignorado,2020,Total,20-29,"76,7%"
Nordeste,Ignorado,2020,Total,30-39,"92,0%"
Nordeste,Ignorado,2020,Total,40-49,"84,4%"
Nordeste,Ignorado,2020,Total,50-59,"84,9%"
Nordeste,Ignorado,2020,Total,60-65,"33,5%"
Nordeste,Ignorado,2020,Total,66+,"100,0%"
Nordeste,Ignorado,2020,Total,Total,"82,7%"
Nordeste,Ignorado,2020,Total,14-19,"53,2%"
Nordeste,Ignorado,2021,Masc,20-29,"77,4%"
Nordeste,Ignorado,2021,Masc,30-39,"90,1%"
Nordeste,Ignorado,2021,Masc,40-49,"97,8%"
Nordeste,Ignorado,2021,Masc,50-59,"98,8%"
Nordeste,Ignorado,2021,Masc,60-65,"100,0%"
Nordeste,Ignorado,2021,Masc,66+,"100,0%"
Nordeste,Ignorado,2021,Masc,Total,"90,4%"
Nordeste,Ignorado,2021,Masc,14-19,"59,6%"
Nordeste,Ignorado,2021,Fem,20-29,"80,3%"
Nordeste,Ignorado,2021,Fem,30-39,"92,7%"
Nordeste,Ignorado,2021,Fem,40-49,"84,6%"
Nordeste,Ignorado,2021,Fem,50-59,"95,9%"
Nordeste,Ignorado,2021,Fem,60-65,"100,0%"
Nordeste,Ignorado,2021,Fem,66+,"100,0%"
Nordeste,Ignorado,2021,Fem,Total,"84,3%"
Nordeste,Ignorado,2021,Fem,14-19,"40,2%"
Nordeste,Ignorado,2021,Total,20-29,"79,1%"
Nordeste,Ignorado,2021,Total,30-39,"91,3%"
Nordeste,Ignorado,2021,Total,40-49,"92,1%"
Nordeste,Ignorado,2021,Total,50-59,"97,0%"
Nordeste,Ignorado,2021,Total,60-65,"100,0%"
Nordeste,Ignorado,2021,Total,66+,"100,0%"
Nordeste,Ignorado,2021,Total,Total,"87,3%"
Nordeste,Ignorado,2021,Total,14-19,"52,4%"
Nordeste,Ignorado,2022,Masc,14-19,"94,5%"
Nordeste,Ignorado,2022,Masc,20-29,"76,9%"
Nordeste,Ignorado,2022,Masc,30-39,"90,9%"
Nordeste,Ignorado,2022,Masc,40-49,"87,4%"
Nordeste,Ignorado,2022,Masc,50-59,"93,7%"
Nordeste,Ignorado,2022,Masc,60-65,"96,2%"
Nordeste,Ignorado,2022,Masc,66+,"100,0%"
Nordeste,Ignorado,2022,Masc,Total,"87,4%"
Nordeste,Ignorado,2022,Fem,14-19,"37,4%"
Nordeste,Ignorado,2022,Fem,20-29,"68,7%"
Nordeste,Ignorado,2022,Fem,30-39,"80,1%"
Nordeste,Ignorado,2022,Fem,40-49,"86,6%"
Nordeste,Ignorado,2022,Fem,50-59,"81,5%"
Nordeste,Ignorado,2022,Fem,60-65,"100,0%"
Nordeste,Ignorado,2022,Fem,66+,"90,3%"
Nordeste,Ignorado,2022,Fem,Total,"77,2%"
Nordeste,Ignorado,2022,Total,14-19,"65,5%"
Nordeste,Ignorado,2022,Total,20-29,"72,8%"
Nordeste,Ignorado,2022,Total,30-39,"86,0%"
Nordeste,Ignorado,2022,Total,40-49,"87,0%"
Nordeste,Ignorado,2022,Total,50-59,"87,1%"
Nordeste,Ignorado,2022,Total,60-65,"97,2%"
Nordeste,Ignorado,2022,Total,66+,"94,8%"
Nordeste,Ignorado,2022,Total,Total,"82,5%"
Nordeste,Parda,2012,Masc,14-19,"81,8%"
Nordeste,Parda,2012,Masc,20-29,"88,5%"
Nordeste,Parda,2012,Masc,30-39,"94,0%"
Nordeste,Parda,2012,Masc,40-49,"94,8%"
Nordeste,Parda,2012,Masc,50-59,"95,4%"
Nordeste,Parda,2012,Masc,60-65,"97,2%"
Nordeste,Parda,2012,Masc,66+,"99,0%"
Nordeste,Parda,2012,Masc,Total,"91,8%"
Nordeste,Parda,2012,Fem,14-19,"71,1%"
Nordeste,Parda,2012,Fem,20-29,"81,2%"
Nordeste,Parda,2012,Fem,30-39,"89,8%"
Nordeste,Parda,2012,Fem,40-49,"93,3%"
Nordeste,Parda,2012,Fem,50-59,"96,7%"
Nordeste,Parda,2012,Fem,60-65,"99,3%"
Nordeste,Parda,2012,Fem,66+,"99,8%"
Nordeste,Parda,2012,Fem,Total,"87,6%"
Nordeste,Parda,2012,Total,14-19,"78,0%"
Nordeste,Parda,2012,Total,20-29,"85,6%"
Nordeste,Parda,2012,Total,30-39,"92,2%"
Nordeste,Parda,2012,Total,40-49,"94,2%"
Nordeste,Parda,2012,Total,50-59,"95,9%"
Nordeste,Parda,2012,Total,60-65,"97,9%"
Nordeste,Parda,2012,Total,66+,"99,3%"
Nordeste,Parda,2012,Total,Total,"90,1%"
Nordeste,Parda,2013,Masc,14-19,"82,1%"
Nordeste,Parda,2013,Masc,20-29,"87,7%"
Nordeste,Parda,2013,Masc,30-39,"93,5%"
Nordeste,Parda,2013,Masc,40-49,"95,0%"
Nordeste,Parda,2013,Masc,50-59,"95,9%"
Nordeste,Parda,2013,Masc,60-65,"97,0%"
Nordeste,Parda,2013,Masc,66+,"99,0%"
Nordeste,Parda,2013,Masc,Total,"91,6%"
Nordeste,Parda,2013,Fem,14-19,"71,4%"
Nordeste,Parda,2013,Fem,20-29,"81,1%"
Nordeste,Parda,2013,Fem,30-39,"90,0%"
Nordeste,Parda,2013,Fem,40-49,"93,7%"
Nordeste,Parda,2013,Fem,50-59,"95,8%"
Nordeste,Parda,2013,Fem,60-65,"97,8%"
Nordeste,Parda,2013,Fem,66+,"99,4%"
Nordeste,Parda,2013,Fem,Total,"87,7%"
Nordeste,Parda,2013,Total,14-19,"78,1%"
Nordeste,Parda,2013,Total,20-29,"85,0%"
Nordeste,Parda,2013,Total,30-39,"92,0%"
Nordeste,Parda,2013,Total,40-49,"94,5%"
Nordeste,Parda,2013,Total,50-59,"95,9%"
Nordeste,Parda,2013,Total,60-65,"97,3%"
Nordeste,Parda,2013,Total,66+,"99,2%"
Nordeste,Parda,2013,Total,Total,"90,1%"
Nordeste,Parda,2014,Masc,14-19,"85,0%"
Nordeste,Parda,2014,Masc,20-29,"90,2%"
Nordeste,Parda,2014,Masc,30-39,"94,1%"
Nordeste,Parda,2014,Masc,40-49,"96,1%"
Nordeste,Parda,2014,Masc,50-59,"95,9%"
Nordeste,Parda,2014,Masc,60-65,"97,4%"
Nordeste,Parda,2014,Masc,66+,"99,6%"
Nordeste,Parda,2014,Masc,Total,"93,1%"
Nordeste,Parda,2014,Fem,14-19,"72,7%"
Nordeste,Parda,2014,Fem,20-29,"82,8%"
Nordeste,Parda,2014,Fem,30-39,"91,2%"
Nordeste,Parda,2014,Fem,40-49,"94,2%"
Nordeste,Parda,2014,Fem,50-59,"96,2%"
Nordeste,Parda,2014,Fem,60-65,"97,9%"
Nordeste,Parda,2014,Fem,66+,"97,2%"
Nordeste,Parda,2014,Fem,Total,"89,0%"
Nordeste,Parda,2014,Total,14-19,"80,5%"
Nordeste,Parda,2014,Total,20-29,"87,2%"
Nordeste,Parda,2014,Total,30-39,"92,9%"
Nordeste,Parda,2014,Total,40-49,"95,3%"
Nordeste,Parda,2014,Total,50-59,"96,1%"
Nordeste,Parda,2014,Total,60-65,"97,5%"
Nordeste,Parda,2014,Total,66+,"99,0%"
Nordeste,Parda,2014,Total,Total,"91,4%"
Nordeste,Parda,2015,Masc,14-19,"78,7%"
Nordeste,Parda,2015,Masc,20-29,"86,9%"
Nordeste,Parda,2015,Masc,30-39,"93,1%"
Nordeste,Parda,2015,Masc,40-49,"95,3%"
Nordeste,Parda,2015,Masc,50-59,"93,7%"
